GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2009,y2010,y2011
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New Haven-Milford, CT",35300,.47807586,.53589278,.52656567
"Family_Structure","fourkid","More than four children in family",0,"New Haven-Milford, CT",35300,.01259003,.01783461,.0123708
"Education","NIS617","Who are not in school, age 6 to 17",0,"New Haven-Milford, CT",35300,.00938607,.01851024,.017016
"Education","age0_3","Age 0 to 3",0,"New Haven-Milford, CT",35300,.24187978,.22726806,.25049141
"Education","age4_5","Age 4 to 5",0,"New Haven-Milford, CT",35300,.22391196,.22620042,.21328706
"Population","Share","Children of Immigrants, Share",0,"New Orleans-Metairie-Kenner, LA",35380,.09227182,.09883433,.09300034
"English_Proficiency","limEng","With Limited English Proficiency",0,"New Orleans-Metairie-Kenner, LA",35380,.17624561,.20193552,.19871486
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"New Orleans-Metairie-Kenner, LA",35380,.28383592,.28732549,.29261386
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"New Orleans-Metairie-Kenner, LA",35380,,.08,-.07407407
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"New Orleans-Metairie-Kenner, LA",35380,.05207383,.04618476,.05218191
"English_Proficiency","engPro","Who are English Proficient",0,"New Orleans-Metairie-Kenner, LA",35380,.82375439,.79806448,.80128514
"Education","NIS617","Who are not in school, age 6 to 17",0,"New Orleans-Metairie-Kenner, LA",35380,.01366303,.01515253,.01334492
"Education","NIS35","Who are not in school, age 3 to 5",0,"New Orleans-Metairie-Kenner, LA",35380,.06745381,.06328878,.07702389
"Education","HS","With parents who have a high school degree",0,"New Orleans-Metairie-Kenner, LA",35380,.50110592,.48662664,.51180487
"Family_Structure","tPar","In two-parent families",0,"New Orleans-Metairie-Kenner, LA",35380,.83921917,.84948676,.83411305
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New Orleans-Metairie-Kenner, LA",35380,.57586188,.57473157,.59457276
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"New Orleans-Metairie-Kenner, LA",35380,.58815248,.58359834,.58169157
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New Orleans-Metairie-Kenner, LA",35380,.35190604,.3520552,.345267
"Country_of_Origin_of_Parents","Africa","Africa",0,"New Orleans-Metairie-Kenner, LA",35380,.04850312,.04644304,.04560651
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"New Orleans-Metairie-Kenner, LA",35380,.04043042,.04789982,.09418398
"Education","col","With parents who have at least four year college degree",0,"New Orleans-Metairie-Kenner, LA",35380,.28024071,.29376709,.32809303
"Family_Structure","twokid","Two children in famiy",0,"New Orleans-Metairie-Kenner, LA",35380,.37543827,.40210066,.40512381
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New Orleans-Metairie-Kenner, LA",35380,.12982697,.14113256,.17453081
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"New Orleans-Metairie-Kenner, LA",35380,.25376859,.2382036,.23693472
"Family_Structure","onekid","One child in family",0,"New Orleans-Metairie-Kenner, LA",35380,.23580952,.24133166,.27416565
"English_Proficiency","noeppars","No English Proficient Parents",0,"New Orleans-Metairie-Kenner, LA",35380,.43464978,.38621287,.38283691
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"New Orleans-Metairie-Kenner, LA",35380,.44642646,.41723612,.40789476
"Country_of_Origin_of_Parents","southAmerica","South America",0,"New Orleans-Metairie-Kenner, LA",35380,.09845609,.09423252,.0674431
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"New Orleans-Metairie-Kenner, LA",35380,.15036179,.15212947,.20908182
"Education","lTHS","With parents who have less than a high school degree",0,"New Orleans-Metairie-Kenner, LA",35380,.21865337,.21960627,.1601021
"English_Proficiency","eppars","English Proficient Parents",0,"New Orleans-Metairie-Kenner, LA",35380,.42413812,.42526843,.40542724
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"New Orleans-Metairie-Kenner, LA",35380,.48088926,.47262059,.50624184
"Family_Structure","fourkid","More than four children in family",0,"New Orleans-Metairie-Kenner, LA",35380,.06376838,.02635361,.03514746
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"New Orleans-Metairie-Kenner, LA",35380,.5442665,.5417908,.54488051
"Family_Structure","threekid","Three children in family",0,"New Orleans-Metairie-Kenner, LA",35380,.32498382,.33021407,.28556308
"Family_Structure","sPar","In single parent families",0,"New Orleans-Metairie-Kenner, LA",35380,.16078083,.15051324,.16588695
"Citizenship","notCit","Who are not citizens",0,"New Orleans-Metairie-Kenner, LA",35380,.1280116,.12907617,.12569457
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"New Orleans-Metairie-Kenner, LA",35380,.09695666,.09635455,.07360943
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"New Orleans-Metairie-Kenner, LA",35380,.94298275,.92465735,.8956203
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"New Orleans-Metairie-Kenner, LA",35380,.18184687,.17569755,.14717725
"Education","age0_3","Age 0 to 3",0,"New Orleans-Metairie-Kenner, LA",35380,.11512687,.11794041,.10599119
"Education","age4_5","Age 4 to 5",0,"New Orleans-Metairie-Kenner, LA",35380,.09152984,.10278014,.11320059
"Population","Share","Children of Immigrants, Share",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.42501611,.42750406,.43236518
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.9200859,.91079304,.90558413
"Education","col","With parents who have at least four year college degree",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.38338006,.38282106,.38181861
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.11888604,.11920402,.11394448
"English_Proficiency","limEng","With Limited English Proficiency",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.14085063,.14493775,.13858387
"Education","lTHS","With parents who have less than a high school degree",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.16625089,.16726254,.16023542
"English_Proficiency","noeppars","No English Proficient Parents",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.3883654,.38906523,.38187612
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.25954781,.27177958,.27705543
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.12526995,.12960625,.13505287
"Country_of_Origin_of_Parents","Africa","Africa",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.17285176,.16512518,.16494589
"Education","NIS35","Who are not in school, age 3 to 5",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.06688145,.06564959,.06321482
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.18911444,.20036006,.2101471
"Citizenship","notCit","Who are not citizens",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.10873884,.10782805,.10318035
"Family_Structure","twokid","Two children in famiy",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.41091553,.41486139,.4147217
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.51918989,.52267045,.51845559
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.08192479,.08743331,.08578816
"Family_Structure","fourkid","More than four children in family",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.04933844,.04653106,.04831886
"Country_of_Origin_of_Parents","southAmerica","South America",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.15028698,.15189595,.15445415
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.44583419,.43986083,.43608299
"Education","HS","With parents who have a high school degree",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.45036905,.4499164,.45794598
"Family_Structure","tPar","In two-parent families",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.76122675,.76781149,.77031988
"English_Proficiency","engPro","Who are English Proficient",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.85914937,.85506225,.86141613
"English_Proficiency","eppars","English Proficient Parents",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.48081011,.47732955,.48154441
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.42495248,.44211792,.45965005
"Family_Structure","sPar","In single parent families",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.23877325,.23218851,.22968012
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.00917227,.00809821,.00814919
"Family_Structure","threekid","Three children in family",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.29053517,.29316417,.29206849
"Family_Structure","onekid","One child in family",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.24921085,.24544337,.24489095
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.23568031,.2350901,.2259003
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.63171335,.62039237,.61976422
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.19350065,.19553876,.19405948
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.14810757,.14309832,.14360579
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.35236878,.36048134,.37317066
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,,-.00851064,-.00429185
"Education","NIS617","Who are not in school, age 6 to 17",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.01928727,.01915077,.01608642
"Education","age0_3","Age 0 to 3",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.44715581,.44538571,.44006441
"Education","age4_5","Age 4 to 5",0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",35620,.44426723,.45091163,.45431809
"Population","Share","Children of Immigrants, Share",0,"Oklahoma City, OK",36420,.13706626,.14773758,.16687478
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Oklahoma City, OK",36420,,.0952381,.15217391
"English_Proficiency","limEng","With Limited English Proficiency",0,"Oklahoma City, OK",36420,.1678311,.17666321,.16653121
"Education","NIS35","Who are not in school, age 3 to 5",0,"Oklahoma City, OK",36420,.11474154,.10431423,.10284426
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Oklahoma City, OK",36420,.3145219,.30942671,.32426276
"Family_Structure","threekid","Three children in family",0,"Oklahoma City, OK",36420,.37608767,.38791077,.38688368
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Oklahoma City, OK",36420,.05793986,.06240572,.07041333
"Country_of_Origin_of_Parents","Africa","Africa",0,"Oklahoma City, OK",36420,.03372844,.07073204,.09094313
"Education","lTHS","With parents who have less than a high school degree",0,"Oklahoma City, OK",36420,.36006853,.33060755,.33052988
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Oklahoma City, OK",36420,.5684347,.56313428,.58399257
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Oklahoma City, OK",36420,.38647622,.39426683,.38628994
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Oklahoma City, OK",36420,.68738702,.64255596,.6355106
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Oklahoma City, OK",36420,.56429265,.55535111,.5493661
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Oklahoma City, OK",36420,.26394099,.28742491,.30976457
"Family_Structure","twokid","Two children in famiy",0,"Oklahoma City, OK",36420,.39053046,.3753445,.35921278
"English_Proficiency","eppars","English Proficient Parents",0,"Oklahoma City, OK",36420,.31261298,.35744404,.3644894
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Oklahoma City, OK",36420,.05272081,.05277405,.03971786
"Education","col","With parents who have at least four year college degree",0,"Oklahoma City, OK",36420,.25387732,.24313919,.23327001
"Family_Structure","onekid","One child in family",0,"Oklahoma City, OK",36420,.19161774,.16335608,.15578604
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Oklahoma City, OK",36420,.08898009,.08264569,.04976013
"Family_Structure","tPar","In two-parent families",0,"Oklahoma City, OK",36420,.83281231,.82308123,.84996761
"Family_Structure","fourkid","More than four children in family",0,"Oklahoma City, OK",36420,.04176414,.07338865,.0981175
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oklahoma City, OK",36420,.07183312,.05218598,.05108973
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Oklahoma City, OK",36420,.51150657,.48091829,.49308894
"Education","NIS617","Who are not in school, age 6 to 17",0,"Oklahoma City, OK",36420,.01658935,.02005563,.03549288
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Oklahoma City, OK",36420,.63960639,.64999969,.62712697
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Oklahoma City, OK",36420,.09523606,.09183731,.09213788
"English_Proficiency","engPro","Who are English Proficient",0,"Oklahoma City, OK",36420,.8321689,.82333679,.83346879
"English_Proficiency","noeppars","No English Proficient Parents",0,"Oklahoma City, OK",36420,.46390643,.47593468,.48751834
"Education","HS","With parents who have a high school degree",0,"Oklahoma City, OK",36420,.38605415,.42625326,.43620011
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Oklahoma City, OK",36420,.03112691,.02428493,.02194537
"Family_Structure","sPar","In single parent families",0,"Oklahoma City, OK",36420,.16718769,.17691877,.15003239
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Oklahoma City, OK",36420,.59823796,.62013263,.58326167
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Oklahoma City, OK",36420,.92405437,.90477373,.92034125
"Citizenship","notCit","Who are not citizens",0,"Oklahoma City, OK",36420,.1020172,.12481488,.12062113
"Education","age0_3","Age 0 to 3",0,"Oklahoma City, OK",36420,.16043443,.15936528,.18153801
"Education","age4_5","Age 4 to 5",0,"Oklahoma City, OK",36420,.13380189,.18229988,.21642286
"Population","Share","Children of Immigrants, Share",0,"Omaha-Council Bluffs, NE-IA",36540,.12578608,.13738619,.13931107
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Omaha-Council Bluffs, NE-IA",36540,.04996658,.03449059,.05789244
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Omaha-Council Bluffs, NE-IA",36540,.65617407,.65261927,.61285142
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Omaha-Council Bluffs, NE-IA",36540,.36658669,.41978683,.39316154
"Family_Structure","tPar","In two-parent families",0,"Omaha-Council Bluffs, NE-IA",36540,.80829432,.78047325,.76453138
"English_Proficiency","noeppars","No English Proficient Parents",0,"Omaha-Council Bluffs, NE-IA",36540,.60109801,.62321507,.56221505
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Omaha-Council Bluffs, NE-IA",36540,.08573076,.07414324,.05802558
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Omaha-Council Bluffs, NE-IA",36540,.0597697,.04989896,.05074998
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Omaha-Council Bluffs, NE-IA",36540,.26287329,.30880335,.31338885
"Education","NIS617","Who are not in school, age 6 to 17",0,"Omaha-Council Bluffs, NE-IA",36540,.00520427,0,0
"English_Proficiency","eppars","English Proficient Parents",0,"Omaha-Council Bluffs, NE-IA",36540,.27610723,.26736829,.29310007
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Omaha-Council Bluffs, NE-IA",36540,.51265468,.54064637,.61651587
"English_Proficiency","limEng","With Limited English Proficiency",0,"Omaha-Council Bluffs, NE-IA",36540,.22211904,.23205908,.23836357
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Omaha-Council Bluffs, NE-IA",36540,.06970253,.07497668,.04959683
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Omaha-Council Bluffs, NE-IA",36540,.67667623,.67742548,.67465654
"Education","NIS35","Who are not in school, age 3 to 5",0,"Omaha-Council Bluffs, NE-IA",36540,.12323989,.12011191,.12440835
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Omaha-Council Bluffs, NE-IA",36540,,.07142857,.03333334
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Omaha-Council Bluffs, NE-IA",36540,.97949783,.97368147,.93649908
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Omaha-Council Bluffs, NE-IA",36540,.72389277,.73263171,.70689993
"English_Proficiency","engPro","Who are English Proficient",0,"Omaha-Council Bluffs, NE-IA",36540,.77788096,.76794092,.76163643
"Family_Structure","fourkid","More than four children in family",0,"Omaha-Council Bluffs, NE-IA",36540,.0746905,.11532104,.0793568
"Citizenship","notCit","Who are not citizens",0,"Omaha-Council Bluffs, NE-IA",36540,.15836567,.13995234,.10719879
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Omaha-Council Bluffs, NE-IA",36540,.54179906,.46203398,.52079695
"Family_Structure","threekid","Three children in family",0,"Omaha-Council Bluffs, NE-IA",36540,.41556918,.36553037,.45433448
"Family_Structure","sPar","In single parent families",0,"Omaha-Council Bluffs, NE-IA",36540,.19170568,.21952675,.23546862
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Omaha-Council Bluffs, NE-IA",36540,.37022653,.33119285,.31157639
"Family_Structure","onekid","One child in family",0,"Omaha-Council Bluffs, NE-IA",36540,.203993,.21435666,.18263381
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Omaha-Council Bluffs, NE-IA",36540,.47504764,.44026083,.49963967
"Education","lTHS","With parents who have less than a high school degree",0,"Omaha-Council Bluffs, NE-IA",36540,.30347189,.33015267,.38802582
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Omaha-Council Bluffs, NE-IA",36540,.00883454,.01236163,.01610091
"Family_Structure","twokid","Two children in famiy",0,"Omaha-Council Bluffs, NE-IA",36540,.30574732,.30479193,.28367491
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Omaha-Council Bluffs, NE-IA",36540,.10005707,.07424039,.04438474
"Education","col","With parents who have at least four year college degree",0,"Omaha-Council Bluffs, NE-IA",36540,.24916635,.21829421,.19115777
"Education","HS","With parents who have a high school degree",0,"Omaha-Council Bluffs, NE-IA",36540,.44736176,.45155312,.42081641
"Country_of_Origin_of_Parents","Africa","Africa",0,"Omaha-Council Bluffs, NE-IA",36540,.11328413,.13924214,.10673365
"Education","age0_3","Age 0 to 3",0,"Omaha-Council Bluffs, NE-IA",36540,.14909777,.17792923,.16615607
"Education","age4_5","Age 4 to 5",0,"Omaha-Council Bluffs, NE-IA",36540,.16216442,.14955414,.14681368
"Population","Share","Children of Immigrants, Share",0,"Orlando-Kissimmee, FL",36740,.28094674,.27482716,.2672886
"English_Proficiency","noeppars","No English Proficient Parents",0,"Orlando-Kissimmee, FL",36740,.30884699,.31350416,.30067565
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Orlando-Kissimmee, FL",36740,.21037581,.21776252,.23410355
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Orlando-Kissimmee, FL",36740,.11099706,.12273023,.12580163
"Citizenship","notCit","Who are not citizens",0,"Orlando-Kissimmee, FL",36740,.13457944,.11728937,.10574116
"English_Proficiency","eppars","English Proficient Parents",0,"Orlando-Kissimmee, FL",36740,.54784723,.54244824,.55624323
"Education","lTHS","With parents who have less than a high school degree",0,"Orlando-Kissimmee, FL",36740,.12063458,.13478204,.13203927
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Orlando-Kissimmee, FL",36740,.1933589,.18791456,.16623241
"Education","HS","With parents who have a high school degree",0,"Orlando-Kissimmee, FL",36740,.53386635,.50800041,.49508007
"English_Proficiency","engPro","Who are English Proficient",0,"Orlando-Kissimmee, FL",36740,.90067006,.90079591,.91122168
"Family_Structure","fourkid","More than four children in family",0,"Orlando-Kissimmee, FL",36740,.02101142,.03240542,.03186576
"Education","NIS35","Who are not in school, age 3 to 5",0,"Orlando-Kissimmee, FL",36740,.09074707,.06839917,.06725385
"English_Proficiency","limEng","With Limited English Proficiency",0,"Orlando-Kissimmee, FL",36740,.09932994,.09920409,.08877832
"Education","col","With parents who have at least four year college degree",0,"Orlando-Kissimmee, FL",36740,.34549907,.35721755,.37288066
"Education","NIS617","Who are not in school, age 6 to 17",0,"Orlando-Kissimmee, FL",36740,.02429787,.02066617,.01439828
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Orlando-Kissimmee, FL",36740,.4274848,.41651165,.42014394
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Orlando-Kissimmee, FL",36740,.45215277,.45755176,.44375677
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Orlando-Kissimmee, FL",36740,.64105307,.64133082,.66316025
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Orlando-Kissimmee, FL",36740,.18680787,.21609851,.23639814
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Orlando-Kissimmee, FL",36740,.92443394,.89772406,.87935434
"Family_Structure","tPar","In two-parent families",0,"Orlando-Kissimmee, FL",36740,.80069508,.77938907,.76787861
"Family_Structure","sPar","In single parent families",0,"Orlando-Kissimmee, FL",36740,.19930492,.22061093,.23212139
"Family_Structure","onekid","One child in family",0,"Orlando-Kissimmee, FL",36740,.24970141,.25355627,.26157431
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Orlando-Kissimmee, FL",36740,.12722165,.13020045,.11954534
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Orlando-Kissimmee, FL",36740,.18107432,.17474021,.15369741
"Country_of_Origin_of_Parents","Africa","Africa",0,"Orlando-Kissimmee, FL",36740,.21194245,.21130515,.22162828
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Orlando-Kissimmee, FL",36740,,-.01438849,-.02189781
"Family_Structure","twokid","Two children in famiy",0,"Orlando-Kissimmee, FL",36740,.42858895,.43593215,.42156078
"Family_Structure","threekid","Three children in family",0,"Orlando-Kissimmee, FL",36740,.30069822,.27810616,.28499915
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Orlando-Kissimmee, FL",36740,.06351179,.05695356,.0565568
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Orlando-Kissimmee, FL",36740,.22436749,.24137981,.23109859
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Orlando-Kissimmee, FL",36740,.63006861,.60973871,.62704842
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Orlando-Kissimmee, FL",36740,.4924387,.5093727,.53049589
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Orlando-Kissimmee, FL",36740,.05526804,.05028777,.05624323
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Orlando-Kissimmee, FL",36740,.03960888,.03602013,.03242376
"Education","age0_3","Age 0 to 3",0,"Orlando-Kissimmee, FL",36740,.28182638,.27733795,.26871575
"Education","age4_5","Age 4 to 5",0,"Orlando-Kissimmee, FL",36740,.31087858,.29688469,.28461787
"Population","Share","Children of Immigrants, Share",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.42251734,.45250304,.44162432
"Education","NIS35","Who are not in school, age 3 to 5",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.08747584,.08618136,.07785273
"English_Proficiency","limEng","With Limited English Proficiency",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.19187645,.17514141,.19580949
"English_Proficiency","noeppars","No English Proficient Parents",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.51022683,.52240339,.51016924
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.04612882,.02656226,.02992967
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.01969718,.02417753,.025209
"Country_of_Origin_of_Parents","Africa","Africa",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.00783792,.0052569,.00686156
"Education","col","With parents who have at least four year college degree",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.26749596,.27074325,.24750318
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.2522069,.27661336,.28475471
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.18165838,.20593525,.20613161
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.52919596,.48540071,.49033387
"Education","NIS617","Who are not in school, age 6 to 17",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.00831778,.01258237,.01737486
"Family_Structure","tPar","In two-parent families",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.84590927,.83161161,.80409767
"English_Proficiency","eppars","English Proficient Parents",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.33283849,.33889422,.36340573
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.34494232,.38789918,.4054368
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.93250838,.90596931,.88232452
"Citizenship","notCit","Who are not citizens",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.10241053,.07437748,.07969471
"Family_Structure","threekid","Three children in family",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.3699549,.39624218,.38999311
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.43325431,.49598783,.52418387
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.08972084,.09025823,.09628662
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.66716151,.66110578,.63659427
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.02279708,.02419325,.02159625
"Education","lTHS","With parents who have less than a high school degree",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.32335108,.3422276,.37019236
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.55264715,.53772334,.5148685
"Family_Structure","fourkid","More than four children in family",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.10484561,.07205951,.06841737
