"cat","catnum","level","statcode","fips","abbrev","name","isstate","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","y2019","y2020","y2021","y2022"
"numkids",9,2,"twokid",44140,,"Springfield, MA",0,0.42057845,0.38008898,0.42047209,0.39811116,0.40674433,0.43023127,0.36612096,0.38100544,0.40906337,0.43649778,0.39925104,0.34256834,0.35363337,0.35820824,0.43329528,0.48117372,0.41904762
"numkids",9,2,"twokid",44700,,"Stockton-Lodi, CA",0,0.31985649,0.34406179,0.35566345,0.33985013,0.32868603,0.34391594,0.3412632,0.35224006,0.33411279,0.33172306,0.3517772,0.32009059,0.33545971,0.32583141,0.31486142,0.36896223,0.37438095
"numkids",9,2,"twokid",45060,,"Syracuse, NY",0,0.37441784,0.35662448,0.29515931,0.34418091,0.39606118,0.37464941,0.39784765,0.37869549,0.35829452,0.44768217,0.40530106,0.29769516,0.29391265,0.33870828,0.36463001,0.37780049,0.39503142
"numkids",9,2,"twokid",45300,,"Tampa-St. Petersburg-Clearwater, FL",0,0.41919836,0.42030102,0.4224923,0.43576139,0.43684807,0.40611666,0.39232653,0.42515796,0.43511873,0.43106443,0.43128181,0.40662324,0.41186988,0.43458566,0.43899471,0.39911857,0.41476393
"numkids",9,2,"twokid",45780,,"Toledo, OH",0,0.34859511,0.43065354,0.41777369,0.3700586,0.3387129,0.32182434,0.43001822,0.41154936,0.48764846,0.48652494,0.37477094,0.4425104,0.42533678,0.41029558,0.3370423,,0.33502534
"numkids",9,2,"twokid",46060,,"Tucson, AZ",0,0.37062585,0.37159938,0.37953466,0.37500593,0.36086956,0.34168577,0.30327347,0.3444711,0.39915124,0.39980605,0.39788231,0.37232682,0.39859709,0.38696635,0.35331824,0.34665987,0.33961239
"numkids",9,2,"twokid",46140,,"Tulsa, OK",0,0.28679562,0.32910126,0.34128121,0.33189043,0.34895766,0.38071993,0.44017452,0.44239724,0.35812306,0.31622583,0.36520568,0.38852224,0.35309672,0.32045537,0.32613745,0.33593342,0.35050207
"numkids",9,2,"twokid",46520,,"Urban Honolulu, HI",0,0.39768818,0.43215331,0.38213846,0.40625286,0.43192202,0.42783427,0.40405619,0.38358995,0.36842778,0.37485933,0.38732028,0.38604328,0.37757599,0.38746959,0.4061437,0.44839498,0.42003393
"numkids",9,2,"twokid",47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",0,0.45140859,0.46352634,0.41682988,0.41879797,0.41210639,0.43316746,0.41057801,0.40865749,0.4397997,0.4168039,0.41872206,0.42974898,0.47715747,0.47211412,0.45676863,0.38333297,0.41410524
"numkids",9,2,"twokid",47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0.41511366,0.41961759,0.41800949,0.42358169,0.42747566,0.41461137,0.41518795,0.42582732,0.42970657,0.42720431,0.43795109,0.42796862,0.41329822,0.4205249,0.43179536,0.4168056,0.42133749
"numkids",9,2,"twokid",48620,,"Wichita, KS",0,0.3206442,0.34708592,0.35645455,0.36769608,0.32094881,0.30668032,0.32695076,0.32142368,0.27761248,0.31716633,0.35680601,0.33708933,0.29317835,0.29521596,0.33980328,0.44765961,0.40763736
"numkids",9,2,"twokid",49180,,"Winston-Salem, NC",0,0.27447972,0.32304665,0.34896195,0.38466007,0.37353268,0.38065013,0.38605323,0.38101834,0.32693949,0.30476359,0.35354656,0.32142335,0.29647526,0.33767235,0.34932688,0.38350886,0.32918042
"numkids",9,2,"twokid",49340,,"Worcester, MA-CT",0,0.4623453,0.47205099,0.4245877,0.41409636,0.39897281,0.39114702,0.41630086,0.4581511,0.43390647,0.44054648,0.45064282,0.42481229,0.42198828,0.42601818,0.46320945,0.49846035,0.51799417
"numkids",9,2,"twokid",49660,,"Youngstown-Warren-Boardman, OH-PA",0,,,,0.35560608,,,,,,,,,,,,,
"numkids",9,3,"threekid",1,"AL","Alabama",1,0.2581729,0.25430828,0.32278377,0.36857077,0.35530588,0.32511121,0.3422333,0.38625541,0.4341478,0.43455231,0.41636124,0.40693232,0.37712562,0.35224691,0.34477571,0.43245658,0.40140378
"numkids",9,3,"threekid",2,"AK","Alaska",1,0.32805574,0.36251301,0.31218407,0.35674363,0.3979876,0.30422273,0.24196556,0.19750808,0.21403827,0.26223308,0.36009061,0.34267876,0.24208798,0.33368307,0.29414988,0.23741935,0.28198096
"numkids",9,3,"threekid",4,"AZ","Arizona",1,0.42728996,0.43076181,0.42241755,0.41489249,0.41821301,0.40845829,0.39958772,0.41356087,0.40685132,0.40183067,0.41884935,0.40232623,0.38490552,0.40579453,0.38333488,0.37432477,0.38108951
"numkids",9,3,"threekid",5,"AR","Arkansas",1,0.39486581,0.3491151,0.35171261,0.39227191,0.43396756,0.40827268,0.38187742,0.37892261,0.40907788,0.41956255,0.38830224,0.41883749,0.42686033,0.42400509,0.4284783,0.42305908,0.42765275
"numkids",9,3,"threekid",6,"CA","California",1,0.39103124,0.38887376,0.38688707,0.38119808,0.37598947,0.37477911,0.37523791,0.36994573,0.36240834,0.36095977,0.36135283,0.35623303,0.3463558,0.33542171,0.33255756,0.32233346,0.32036063
"numkids",9,3,"threekid",8,"CO","Colorado",1,0.37802893,0.4005501,0.40560606,0.38689631,0.39917591,0.39008379,0.37076357,0.38038382,0.36752227,0.38070109,0.3939366,0.37814644,0.35241595,0.33202869,0.34684256,0.32902068,0.3336105
"numkids",9,3,"threekid",9,"CT","Connecticut",1,0.29756409,0.2826888,0.28648284,0.30333731,0.30126521,0.27780327,0.27457607,0.30202615,0.29673582,0.27233389,0.28072721,0.28051409,0.29947814,0.29397592,0.27612182,0.26337147,0.27240148
"numkids",9,3,"threekid",10,"DE","Delaware",1,0.40222973,0.32403952,0.38092676,0.39755449,0.3030583,0.29302517,0.36322775,0.32742527,0.25259641,0.32920986,0.2984969,0.29313111,0.39383674,0.35688841,0.31037724,0.37281847,0.39403057
"numkids",9,3,"threekid",11,"DC","District of Columbia",1,0.31384435,0.34002435,0.32098931,0.24138826,0.20959888,0.31892183,0.32979807,0.27034408,0.30211371,0.28537536,0.23349871,0.27319175,0.24737935,0.24637577,0.27611664,0.32215583,0.30413485
"numkids",9,3,"threekid",12,"FL","Florida",1,0.28883687,0.28831026,0.28352338,0.27382225,0.27735496,0.27908558,0.29262039,0.29344183,0.2900207,0.28874213,0.28290308,0.28603166,0.28292349,0.26903409,0.26723546,0.2722773,0.2718834
"numkids",9,3,"threekid",13,"GA","Georgia",1,0.35144162,0.35838625,0.36923885,0.38368526,0.37651488,0.36358032,0.37720075,0.3816126,0.36949199,0.37080681,0.35355139,0.35290527,0.36980793,0.35477409,0.32607594,0.32591236,0.33360901
"numkids",9,3,"threekid",15,"HI","Hawaii",1,0.32830003,0.31100258,0.30709547,0.2811417,0.27277696,0.31841144,0.314753,0.30517498,0.32541376,0.31870806,0.30808812,0.30717957,0.31904432,0.2801989,0.25840944,0.27800488,0.27705631
"numkids",9,3,"threekid",16,"ID","Idaho",1,0.39896631,0.44979343,0.50055242,0.4741393,0.44003686,0.46614021,0.4858391,0.47355238,0.43952233,0.41981158,0.43582126,0.42858854,0.397818,0.42361486,0.44044048,0.48880833,0.43715599
"numkids",9,3,"threekid",17,"IL","Illinois",1,0.36798915,0.38273808,0.38002262,0.37481189,0.3775405,0.39001393,0.37999201,0.36697388,0.36384991,0.36731225,0.36507848,0.35505599,0.36368182,0.35376605,0.33198175,0.31470725,0.31046724
"numkids",9,3,"threekid",18,"IN","Indiana",1,0.38316488,0.39161146,0.39953431,0.38173145,0.41427898,0.4143995,0.36528403,0.35733733,0.40131983,0.39303213,0.38917512,0.40793502,0.39538506,0.37412545,0.39050093,0.35150003,0.3679609
"numkids",9,3,"threekid",19,"IA","Iowa",1,0.38010997,0.3838698,0.34895867,0.33403283,0.31987834,0.36674759,0.46337613,0.40662888,0.36846125,0.38944513,0.36866045,0.36192936,0.36064869,0.35900143,0.37790641,0.41259593,0.39495656
"numkids",9,3,"threekid",20,"KS","Kansas",1,0.41675937,0.39093855,0.39961547,0.40005246,0.34950376,0.37662581,0.43525666,0.43108559,0.42725867,0.44303739,0.41421726,0.39908814,0.40569451,0.41674903,0.40854722,0.38861522,0.40186855
"numkids",9,3,"threekid",21,"KY","Kentucky",1,0.29979345,0.30635911,0.30894157,0.34609219,0.3510122,0.32416561,0.31314826,0.31597877,0.31497046,0.30373922,0.33040503,0.37263423,0.37238529,0.37363902,0.36122638,0.3859989,0.38186359
"numkids",9,3,"threekid",22,"LA","Louisiana",1,0.31279734,0.31829309,0.34081018,0.34417114,0.33096102,0.3116008,0.29517004,0.32677227,0.33646095,0.28616625,0.31185547,0.3288573,0.30075344,0.32386854,0.3608557,0.35636872,0.33674315
"numkids",9,3,"threekid",23,"ME","Maine",1,0.28031197,0.32650843,0.28912476,0.21632691,0.25032905,0.28937888,0.41304156,0.39366943,0.23267473,0.24469119,0.26219708,0.21770637,0.19885604,0.26908445,0.34109336,0.26180309,0.28481331
"numkids",9,3,"threekid",24,"MD","Maryland",1,0.2907643,0.32772562,0.32492849,0.31346238,0.32758954,0.33503708,0.32200375,0.30742037,0.30535847,0.31189469,0.31416854,0.31466785,0.3250286,0.34231809,0.33517987,0.32166883,0.33476877
"numkids",9,3,"threekid",25,"MA","Massachusetts",1,0.2922169,0.2836118,0.28295073,0.28211433,0.28194362,0.28227893,0.2889601,0.28311938,0.27853331,0.26713496,0.25439578,0.26615661,0.27743304,0.26416957,0.24445686,0.22609225,0.24260089
"numkids",9,3,"threekid",26,"MI","Michigan",1,0.35717082,0.34505746,0.34549502,0.36137322,0.39232078,0.38337544,0.36276701,0.38106018,0.37926576,0.35730848,0.36071831,0.34751368,0.34566158,0.35097396,0.34959316,0.36420304,0.34353057
"numkids",9,3,"threekid",27,"MN","Minnesota",1,0.34801891,0.3224813,0.32573998,0.34666342,0.36004728,0.34196857,0.3396762,0.36151803,0.33703017,0.34572381,0.37790373,0.37503135,0.38281348,0.35551748,0.34997064,0.29341459,0.3270233
"numkids",9,3,"threekid",28,"MS","Mississippi",1,0.30093804,0.26105118,0.31529784,0.38554385,0.35185957,0.30203375,0.34552991,0.39011571,0.39099652,0.36755115,0.33654377,0.31268758,0.36605349,0.3400363,0.29830843,0.36971915,0.4062283
"numkids",9,3,"threekid",29,"MO","Missouri",1,0.3563765,0.33427054,0.29715523,0.33783025,0.37496439,0.37043634,0.35509875,0.34965163,0.34298885,0.31602004,0.33633524,0.34748027,0.31838033,0.32353178,0.34451398,0.38640881,0.36589974
"numkids",9,3,"threekid",30,"MT","Montana",1,0.24658152,0.31193882,0.32897949,0.33780324,0.4619734,0.40887281,0.2343298,0.12582731,0.2562117,0.34260631,0.3037892,0.25542662,0.23311251,0.27386844,0.42580727,0.4337112,0.47032762
"numkids",9,3,"threekid",31,"NE","Nebraska",1,0.40912396,0.398009,0.48031867,0.46220192,0.40423137,0.45535848,0.44533768,0.46383879,0.51016724,0.49604672,0.44575384,0.40866199,0.36121759,0.34533539,0.43383229,0.38280758,0.40450701
"numkids",9,3,"threekid",32,"NV","Nevada",1,0.39650241,0.39337069,0.39310166,0.39066344,0.39135587,0.37006462,0.36511594,0.36686525,0.38074374,0.40464836,0.40755317,0.38917631,0.37618551,0.37279382,0.35879236,0.32806817,0.35446423
"numkids",9,3,"threekid",33,"NH","New Hampshire",1,0.3339414,0.32668149,0.23431785,0.2148322,0.28351223,0.31076705,0.29278806,0.28167173,0.26997086,0.26591888,0.2769919,0.25243512,0.21618733,0.21998243,0.29335034,0.27351567,0.28114668
"numkids",9,3,"threekid",34,"NJ","New Jersey",1,0.29028225,0.28914487,0.29064345,0.28216267,0.27140972,0.27104479,0.27148467,0.27204633,0.27585235,0.28668898,0.28495485,0.2924298,0.28973997,0.28027883,0.27878577,0.26985449,0.27355602
"numkids",9,3,"threekid",35,"NM","New Mexico",1,0.42001218,0.40991184,0.37859935,0.38459647,0.40150312,0.40647697,0.40579623,0.43115336,0.48831835,0.45105207,0.37605804,0.36472347,0.36584491,0.35016498,0.31879941,0.34882784,0.31731203
"numkids",9,3,"threekid",36,"NY","New York",1,0.30106097,0.29961702,0.29445338,0.30064091,0.3093383,0.30651557,0.30530536,0.30686602,0.30368933,0.29210502,0.29600483,0.30362025,0.30602545,0.29989517,0.28529775,0.29633576,0.29908916
"numkids",9,3,"threekid",37,"NC","North Carolina",1,0.35382476,0.36467084,0.36403552,0.36339304,0.38749197,0.40190279,0.40357065,0.3973442,0.40313831,0.3932209,0.37680709,0.36438361,0.36887991,0.37797561,0.36065522,0.36403936,0.35618079
"numkids",9,3,"threekid",38,"ND","North Dakota",1,0.2868951,,,0.42113715,0.43660054,0.39486116,0.23638648,0.18044029,0.45390436,0.49104196,0.45670179,0.43088678,0.26205191,0.23705308,0.28139508,0.20798379,0.22516993
"numkids",9,3,"threekid",39,"OH","Ohio",1,0.31770003,0.35758236,0.34405506,0.34661308,0.36021584,0.35268682,0.35984957,0.34178436,0.31527469,0.31980413,0.34148207,0.35045475,0.35153559,0.33844334,0.29387385,0.35439941,0.35671633
"numkids",9,3,"threekid",40,"OK","Oklahoma",1,0.43360323,0.44404912,0.41581941,0.41538468,0.40736073,0.41752699,0.39840218,0.37880901,0.42152253,0.4188166,0.39591682,0.42773345,0.47430593,0.45805103,0.43678278,0.39514753,0.36995304
"numkids",9,3,"threekid",41,"OR","Oregon",1,0.39442506,0.37196475,0.37953734,0.39292833,0.38790172,0.39667386,0.41154525,0.40214112,0.4038052,0.40853819,0.3581607,0.37778047,0.4056215,0.36305508,0.34620661,0.34468687,0.3419891
"numkids",9,3,"threekid",42,"PA","Pennsylvania",1,0.3134625,0.30777329,0.31681287,0.31080046,0.29693231,0.30059177,0.28854316,0.29364279,0.29420593,0.28161848,0.31336284,0.34309429,0.32103494,0.30388942,0.31925625,0.31000254,0.28296134
"numkids",9,3,"threekid",44,"RI","Rhode Island",1,0.32915065,0.34196606,0.36171284,0.34900635,0.32047519,0.29379913,0.2971395,0.29575709,0.29149866,0.29756311,0.28381741,0.30514407,0.29805693,0.29450071,0.37963828,0.28921309,0.30495271
"numkids",9,3,"threekid",45,"SC","South Carolina",1,0.34485167,0.3568711,0.29060161,0.30017897,0.3730382,0.36372176,0.330863,0.32674566,0.33384341,0.31532347,0.34026107,0.34999019,0.3286894,0.35401446,0.33390257,0.35594922,0.36172658
"numkids",9,3,"threekid",46,"SD","South Dakota",1,0.29867849,0.40792525,0.43756786,0.42450848,0.33374497,0.28889316,0.36216328,0.4832243,0.39473927,0.27006161,0.26958552,0.29081148,0.35259485,0.28575909,0.23206452,,0.45633867
"numkids",9,3,"threekid",47,"TN","Tennessee",1,0.3430725,0.3529259,0.35621849,0.35451943,0.38855127,0.36867201,0.36067653,0.3752766,0.37154147,0.39253163,0.37775046,0.38239348,0.40330541,0.408988,0.38960055,0.36841422,0.38382578
"numkids",9,3,"threekid",48,"TX","Texas",1,0.41699198,0.41562283,0.4187119,0.41847211,0.4153122,0.41614634,0.41060477,0.40516594,0.41116768,0.40972212,0.39119816,0.38808322,0.39482105,0.39365599,0.37695166,0.36324376,0.36176032
"numkids",9,3,"threekid",49,"UT","Utah",1,0.47242028,0.43388262,0.41458973,0.42367736,0.42464927,0.45890874,0.47876003,0.44310042,0.43139791,0.43659127,0.44175521,0.43324018,0.41014358,0.41986075,0.41103876,0.43734929,0.41548342
"numkids",9,3,"threekid",50,"VT","Vermont",1,0.15513775,0.1528755,0.19137789,0.18139091,0.20123662,0.30393067,0.23648217,0.28430274,0.31647262,0.18190463,0.16776837,0.3103196,0.30352736,0.13454634,0.13084365,0.20910545,0.21352491
"numkids",9,3,"threekid",51,"VA","Virginia",1,0.30270529,0.28233105,0.27663553,0.28804934,0.2932286,0.29373178,0.30773339,0.31059855,0.30594122,0.29864821,0.29710242,0.32229385,0.32496229,0.31726694,0.31137785,0.32514715,0.31137833
"numkids",9,3,"threekid",53,"WA","Washington",1,0.361669,0.36593267,0.36651108,0.34234768,0.33884299,0.35720316,0.34360889,0.34846246,0.34826288,0.35136265,0.36211261,0.35715127,0.34266338,0.32730573,0.32150707,0.34835491,0.32725349
"numkids",9,3,"threekid",54,"WV","West Virginia",1,0.38135284,0.23539917,0.22202367,0.31680694,0.35279968,0.38370827,0.27068073,0.23643012,0.3421768,0.31721744,0.31979409,0.32995746,0.36494729,0.32798189,0.27517632,0.40006676,0.30326489
"numkids",9,3,"threekid",55,"WI","Wisconsin",1,0.33071116,0.35091901,0.34884766,0.35954383,0.37668404,0.34692305,0.3807326,0.41638911,0.37406874,0.36746967,0.35892057,0.36411366,0.37632653,0.36886433,0.39240617,0.44452661,0.3848066
"numkids",9,3,"threekid",56,"WY","Wyoming",1,0.43437979,0.34485349,0.35196361,0.50405794,0.5039354,0.36032441,0.32511598,0.41183075,0.4177947,0.41470531,0.32104546,0.32828927,0.41227761,0.38228896,0.31801862,,0.40311909
"numkids",9,3,"threekid",0,"US","United States",1,0.36120731,0.36102995,0.35993329,0.35822481,0.35883787,0.35844824,0.35763165,0.35577211,0.35380584,0.35155106,0.34809944,0.34779102,0.34602803,0.33882403,0.33048883,0.32681853,0.3256298
"numkids",9,3,"threekid",10420,,"Akron, OH",0,0.22743683,0.24591717,0.31219152,0.31227925,0.32854003,0.46575812,0.48895487,0.32342374,0.19292004,0.31528589,0.3771199,0.29984251,0.23559208,0.29649001,0.32933018,0.38928819,0.34620932
"numkids",9,3,"threekid",10580,,"Albany-Schenectady-Troy, NY",0,0.36724475,0.34532741,0.31088996,0.2706207,0.27894619,0.27180594,0.22789775,0.23477259,0.24775717,0.26021296,0.25319332,0.28852749,0.30360329,0.28243217,0.2215808,0.17318845,0.22947186
"numkids",9,3,"threekid",10740,,"Albuquerque, NM",0,0.44168773,0.48089117,0.41444844,0.39828801,0.38949582,0.34332517,0.33998755,0.4185819,0.46811482,0.37778234,0.30657184,0.27343825,0.3055926,0.31885618,0.26539379,0.33552113,0.26911622
"numkids",9,3,"threekid",10900,,"Allentown-Bethlehem-Easton, PA-NJ",0,0.39635965,0.36508751,0.32512829,0.37009269,0.32341412,0.37831432,0.34542578,0.27961901,0.32414004,0.34227765,0.34481779,0.34384951,0.33884537,0.27923763,0.28500918,0.28369382,0.27110013
"numkids",9,3,"threekid",12060,,"Atlanta-Sandy Springs-Roswell, GA",0,0.34744531,0.34814706,0.35270706,0.36036682,0.3544341,0.34598446,0.36455402,0.3652516,0.35183823,0.35628498,0.34040317,0.34325555,0.35315925,0.34031489,0.31274694,0.30841786,0.32135528
"numkids",9,3,"threekid",12260,,"Augusta-Richmond County, GA-SC",0,0.35422817,0.34767947,0.26034635,0.21930365,0.24339196,0.44713762,0.47911885,0.45544749,0.39837328,0.30560914,0.27135602,0.19443411,0.2260039,0.26680407,0.37051255,,0.36348483
"numkids",9,3,"threekid",12420,,"Austin-Round Rock, TX",0,0.41286242,0.39771077,0.3938823,0.40386704,0.37955305,0.38877571,0.39102268,0.36938804,0.39395523,0.38825589,0.33288985,0.34557441,0.35876447,0.34205809,0.32328567,0.30407158,0.30091107
"numkids",9,3,"threekid",12540,,"Bakersfield, CA",0,0.48227274,0.49244365,0.45181832,0.46569839,0.47145802,0.44873345,0.49032182,0.54848993,0.53128922,0.46756908,0.41889381,0.39446694,0.37720647,0.38268849,0.38114464,0.34749928,0.39130268
"numkids",9,3,"threekid",12580,,"Baltimore-Columbia-Towson, MD",0,0.2828697,0.28963178,0.29076692,0.30973437,0.33306983,0.31769145,0.30675501,0.29232433,0.26100457,0.30084586,0.32296631,0.31674618,0.32382002,0.35282314,0.36088216,0.33687809,0.32532784
"numkids",9,3,"threekid",12940,,"Baton Rouge, LA",0,0.31349415,0.34676659,0.30786419,0.35932001,0.33439246,0.2854737,0.37829119,0.3623637,0.29155713,0.35683608,0.28651112,0.26185879,0.28737235,0.25398514,0.31203681,0.38837638,0.28817257
"numkids",9,3,"threekid",13820,,"Birmingham-Hoover, AL",0,0.29422852,0.20490934,0.27850726,0.36008114,0.34470689,0.38442314,0.41303721,0.39845467,0.43156153,0.42380983,0.42887652,0.40811801,0.31098059,0.29663244,0.32570449,0.44199041,0.43959224
"numkids",9,3,"threekid",14260,,"Boise City, ID",0,0.40288776,0.45887494,0.52529681,0.49108309,0.45743126,0.50306541,0.5018537,0.44837534,0.3931661,0.43045381,0.41126055,0.34872508,0.3869231,0.45809332,0.43654111,0.45051014,0.39158344
"numkids",9,3,"threekid",14460,,"Boston-Cambridge-Newton, MA-NH",0,0.3000986,0.29892525,0.28610444,0.27747643,0.280433,0.26958773,0.27551839,0.28053084,0.27092895,0.26833603,0.26317921,0.25802472,0.26978758,0.25822747,0.24544105,0.21873617,0.23877147
"numkids",9,3,"threekid",14860,,"Bridgeport-Stamford-Norwalk, CT",0,0.30631757,0.27314055,0.28060317,0.29380795,0.31875989,0.31895483,0.28179356,0.29404056,0.28294948,0.2725679,0.2870999,0.29242271,0.30320174,0.28649619,0.28586486,0.26853713,0.2952916
"numkids",9,3,"threekid",15380,,"Buffalo-Cheektowaga-Niagara Falls, NY",0,0.27075857,0.28273699,0.29575983,0.31290963,0.33613786,0.34011686,0.35489318,0.33871701,0.25312302,0.26908818,0.30063763,0.30663323,0.40077576,0.37945735,0.34893602,0.44191745,0.3865549
"numkids",9,3,"threekid",15980,,"Cape Coral-Fort Myers, FL",0,0.33426088,0.37144986,0.34842578,0.33436677,0.34415263,0.34636509,0.3913517,0.32872686,0.35400942,0.38304052,0.34184754,0.40713075,0.35467714,0.26491132,0.26774159,0.3065255,0.32279596
"numkids",9,3,"threekid",16700,,"Charleston-North Charleston, SC",0,0.30824918,0.27932057,0.31346044,0.34046748,0.37705126,0.38731065,0.28996778,0.25171471,0.31984082,0.32366577,0.35821533,0.29221275,0.30587709,0.41113177,0.35116065,0.36741257,0.29590285
"numkids",9,3,"threekid",16740,,"Charlotte-Concord-Gastonia, NC-SC",0,0.33857033,0.35634443,0.34086478,0.34097943,0.38419133,0.42322266,0.39919519,0.36338139,0.37041384,0.37477797,0.38453558,0.35219339,0.34610882,0.37005007,0.39009708,0.31623358,0.3203623
"numkids",9,3,"threekid",16860,,"Chattanooga, TN-GA",0,0.34077749,0.47654775,0.48765942,0.48232323,0.44944507,0.31183991,0.23504394,0.22086117,0.2179835,0.36957526,0.43558863,0.4059985,0.3859452,0.33680254,0.41499758,0.46078262,0.42739102
"numkids",9,3,"threekid",16980,,"Chicago-Naperville-Elgin, IL-IN-WI",0,0.36832422,0.38096276,0.37874454,0.37833032,0.38069162,0.38892403,0.38464931,0.37104079,0.3684009,0.37415412,0.37029237,0.36180401,0.36825487,0.35435289,0.32594571,0.30693996,0.30537802
"numkids",9,3,"threekid",17140,,"Cincinnati, OH-KY-IN",0,0.29835299,0.26647699,0.2878654,0.36342326,0.32640848,0.33767864,0.35977328,0.32281277,0.38158953,0.38924319,0.34336075,0.33236447,0.32400158,0.31139779,0.25245571,0.32416174,0.34976733
"numkids",9,3,"threekid",17460,,"Cleveland-Elyria, OH",0,0.33413658,0.39046016,0.3261328,0.30499393,0.35287049,0.29312477,0.30125207,0.36445889,0.30625182,0.28016856,0.30916858,0.35878319,0.36511374,0.33923659,0.29435128,0.31180477,0.34373668
"numkids",9,3,"threekid",17820,,"Colorado Springs, CO",0,0.35799077,0.3396022,0.39081681,0.34958193,0.32868248,0.28851059,0.30760446,0.35544065,0.27879137,0.32811794,0.39288023,0.35880333,0.33092985,0.35465872,0.41011715,0.23257491,0.24312858
"numkids",9,3,"threekid",17900,,"Columbia, SC",0,0.30389673,0.34680408,0.32360396,0.27961764,0.3351801,0.33966479,0.30833405,0.33167511,0.27912527,0.22927886,0.32513905,0.36168697,0.27525467,0.24996214,0.21311982,0.3453334,0.33290097
"numkids",9,3,"threekid",18140,,"Columbus, OH",0,0.29448983,0.4065004,0.37078688,0.35419518,0.37490717,0.34449214,0.39690852,0.36979231,0.29512474,0.32218444,0.34434041,0.34730187,0.3648105,0.34176058,0.30530047,0.39749774,0.35963598
"numkids",9,3,"threekid",19100,,"Dallas-Fort Worth-Arlington, TX",0,0.3976655,0.40900391,0.40994641,0.40167722,0.4058117,0.42013833,0.40839943,0.4053857,0.41060141,0.40115574,0.38453591,0.38146549,0.38493735,0.37714615,0.37226224,0.35178185,0.35021487
"numkids",9,3,"threekid",19380,,"Dayton, OH",0,0.3685284,0.35722533,0.41095683,0.32356474,0.34478721,0.40529025,0.3293559,0.37221286,0.39387122,0.31168345,0.36664796,0.36718044,0.29130986,0.22441629,0.28741479,0.3663969,0.35683662
"numkids",9,3,"threekid",19660,,"Deltona-Daytona Beach-Ormond Beach, FL",0,0.19819576,0.20892881,0.25793865,0.2402754,0.28449157,0.29655674,0.30094165,0.28505501,0.32334551,0.33850297,0.26089582,0.14929356,0.1887155,0.26801452,0.27060351,0.33950186,0.29829663
"numkids",9,3,"threekid",19740,,"Denver-Aurora-Lakewood, CO",0,0.37381965,0.41455734,0.41671437,0.37028503,0.39937535,0.41162464,0.37108886,0.38543746,0.38069746,0.39189926,0.40763143,0.39005923,0.3560715,0.33495808,0.34453216,0.36337191,0.35111442
"numkids",9,3,"threekid",19780,,"Des Moines-West Des Moines, IA",0,0.4223364,0.44086218,0.3352212,0.31137356,0.39223066,0.38593104,0.48265532,0.39321661,0.32702905,0.39537069,0.33868265,0.33913702,0.40294963,0.31826851,0.36235124,0.36358044,0.3940973
"numkids",9,3,"threekid",19820,,"Detroit-Warren-Dearborn, MI",0,0.35920793,0.3311564,0.32566833,0.3451083,0.3861402,0.39234224,0.37778485,0.39093494,0.38332966,0.37446824,0.37071428,0.36204848,0.35868615,0.35625678,0.35922018,0.4089556,0.36632025
"numkids",9,3,"threekid",21340,,"El Paso, TX",0,0.40915093,0.42220536,0.46047318,0.44979453,0.41486079,0.42822495,0.42197201,0.37978622,0.35006416,0.3728193,0.34892961,0.36649594,0.37387922,0.35048932,0.34004354,0.35575688,0.35490176
"numkids",9,3,"threekid",23420,,"Fresno, CA",0,0.4212153,0.42119256,0.42574444,0.4396255,0.44190535,0.44979104,0.48058322,0.45124227,0.45760822,0.48335701,0.46959338,0.42293414,0.39370766,0.43839678,0.46103817,0.47006986,0.42945322
"numkids",9,3,"threekid",24340,,"Grand Rapids-Wyoming, MI",0,0.39287397,0.38991195,0.41088143,0.45681539,0.46977216,0.37635672,0.33999646,0.50816715,0.50043559,0.32065114,0.32745254,0.34536201,0.37663335,0.40366721,0.40542507,0.24229471,0.30221578
"numkids",9,3,"threekid",24660,,"Greensboro-High Point, NC",0,0.38891283,0.35465711,0.435406,0.41442186,0.41312495,0.41935134,0.44331774,0.41038564,0.37788501,0.41176555,0.47383064,0.42870334,0.34888384,0.37761241,0.31906542,0.33326888,0.41232711
"numkids",9,3,"threekid",24860,,"Greenville-Anderson-Mauldin, SC",0,0.34494197,0.3564927,0.21333349,0.28504294,0.36178538,0.34007147,0.38132513,0.3592321,0.37810743,0.41899312,0.34055519,0.31610611,0.37005278,0.39479065,0.33319688,0.39670485,0.4019613
"numkids",9,3,"threekid",25420,,"Harrisburg-Carlisle, PA",0,0.2380731,0.38789997,0.30999893,0.25731421,0.27290753,0.17290157,0.25190613,0.42342377,0.38262692,0.25437185,0.36208051,0.44161385,0.40425533,0.38574067,0.26250216,0.33561555,0.32752457
"numkids",9,3,"threekid",25540,,"Hartford-West Hartford-East Hartford, CT",0,0.26051176,0.28741679,0.29606533,0.32053927,0.28641072,0.22803469,0.25492835,0.30741549,0.33067831,0.29686466,0.29477578,0.28442717,0.28937194,0.27565295,0.22955099,0.24074489,0.26037329
